Running 15s test @ http://localhost:8080/v0/entity?id=100
  1 threads and 1 connections
  Thread calibration: mean lat.: 1.095ms, rate sampling interval: 10ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency     1.10ms  499.29us   2.63ms   62.28%
    Req/Sec     2.10k   172.87     2.67k    65.59%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%    1.09ms
 75.000%    1.47ms
 90.000%    1.80ms
 99.000%    2.11ms
 99.900%    2.23ms
 99.990%    2.35ms
 99.999%    2.63ms
100.000%    2.63ms

  Detailed Percentile spectrum:
       0.280     0.968750         9684        32.00
       0.282     0.971875         9714        35.56
       0.285     0.975000         9746        40.00
       0.289     0.978125         9784        45.71
       0.292     0.981250         9813        53.33
       0.295     0.984375         9836        64.00
       0.299     0.985938         9855        71.11
       0.301     0.987500         9868        80.00
       0.305     0.989062         9886        91.43
       0.308     0.990625         9900       106.67
       0.312     0.992188         9916       128.00
       0.313     0.992969         9922       142.22
       0.317     0.993750         9932       160.00
       0.320     0.994531         9938       182.86
       0.326     0.995313         9947       213.33
       0.329     0.996094         9954       256.00
       0.332     0.996484         9959       284.44
       0.335     0.996875         9961       320.00
       0.343     0.997266         9967       365.71
       0.346     0.997656         9970       426.67
       0.351     0.998047         9973       512.00
       0.355     0.998242         9975       568.89
       0.361     0.998437         9977       640.00
       0.369     0.998633         9979       731.43
       0.378     0.998828         9981       853.33
       0.381     0.999023         9983      1024.00
       0.385     0.999121         9984      1137.78
       0.387     0.999219         9985      1280.00
       0.404     0.999316         9986      1462.86
       0.406     0.999414         9987      1706.67
       0.435     0.999512         9988      2048.00
       0.435     0.999561         9988      2275.56
       0.455     0.999609         9989      2560.00
       0.455     0.999658         9989      2925.71
       0.463     0.999707         9990      3413.33
       0.463     0.999756         9990      4096.00
       0.463     0.999780         9990      4551.11
       0.473     0.999805         9991      5120.00
       0.473     0.999829         9991      5851.43
       0.473     0.999854         9991      6826.67
       0.473     0.999878         9991      8192.00
       0.473     0.999890         9991      9102.22
       1.394     0.999902         9992     10240.00
       1.394     1.000000         9992          inf
#[Mean    =        0.194, StdDeviation   =        0.060]
#[Max     =        1.394, Total count    =         9992]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  30000 requests in 15.00s, 1.92MB read
Requests/sec:   1999.93
Transfer/sec:    130.85KB
